GR	ROPA	PE	CALX	Rt	Rxo	CNC	DT12	ZDEN
38.589	109.133	3.944	217.57	142.521	113.244	9.764	205.364	2.653
38.589	109.133	3.944	217.575	162.746	128.39	9.717	203.861	2.655
38.589	109.133	3.927	217.575	180.874	141.965	9.754	203.026	2.656
38.589	109.133	3.913	217.575	180.874	141.965	9.787	203.485	2.656
38.589	27.748	3.913	217.582	158.763	118.524	9.787	203.485	2.656
38.589	27.748	3.913	217.588	138.945	97.513	9.787	203.485	2.654
38.264	27.748	3.913	217.588	124.214	86.105	9.908	205.791	2.652
37.972	27.748	3.913	217.588	111.011	75.88	10.016	207.858	2.652
37.972	32.936	3.887	217.582	111.011	75.88	10.016	207.858	2.652
39.078	32.936	3.864	217.577	111.011	75.88	10.016	207.858	2.651
40.07	32.936	3.864	217.577	99.369	63.914	10.096	210.063	2.65
40.07	32.936	3.907	217.577	88.935	53.189	10.168	212.04	2.65
40.07	30.865	3.945	217.567	88.935	53.189	10.168	212.04	2.65
41.264	30.865	3.945	217.559	88.935	53.189	10.168	212.04	2.65
42.335	30.865	3.945	217.61	86.052	50.445	10.309	211.212	2.65
42.335	30.865	3.998	217.656	83.469	47.985	10.435	210.47	2.642
42.335	29.387	4.045	217.656	83.469	47.985	10.435	210.47	2.635
42.335	29.387	4.045	217.656	83.469	47.985	10.435	210.47	2.635
43.04	29.387	4.086	217.656	83.469	47.985	10.668	213.784	2.635
43.671	29.387	4.117	217.656	88.8	50.918	10.876	216.755	2.635
43.671	27.531	4.118	217.68	93.579	53.547	10.876	216.755	2.63
43.671	27.531	4.123	217.702	93.579	53.547	10.876	216.755	2.625
51.279	24.867	2.962	208.096	15.663	21.849	10.417	245.036	2.642
48.102	24.867	3.009	207.99	15.663	21.849	10.417	245.036	2.642
45.612	24.867	3.017	207.907	15.663	21.849	10.258	245.036	2.648
45.612	24.867	3.017	207.907	16.923	23.706	10.133	245.036	2.653
44.851	27.083	3.06	207.907	17.911	25.162	10.133	245.036	2.653
44.254	27.083	3.068	207.897	18.236	25.705	10.133	226.233	2.653
44.254	27.083	3.068	207.889	18.491	26.132	10.133	211.493	2.653
44.254	27.083	3.178	207.889	18.491	26.132	10.133	211.351	2.661
42.829	23.183	3.196	207.889	18.936	26.694	10.133	211.24	2.667
41.713	23.183	3.074	207.828	19.285	27.135	10.133	211.914	2.667
43.088	23.183	3.053	207.779	20.055	28.397	9.559	212.443	2.663
44.166	23.183	3.053	207.779	20.659	29.386	9.352	212.443	2.659
44.166	22.396	3.053	207.779	20.659	29.386	9.542	215.965	2.659
44.166	22.396	2.965	207.772	20.688	28.624	9.542	218.727	2.658
46.377	22.396	2.95	207.766	20.711	28.026	9.542	218.727	2.653
48.111	22.396	2.95	207.766	20.711	28.026	9.663	218.727	2.65
48.111	21.774	2.95	207.766	19.679	24.8	9.758	219.224	2.65
48.111	21.774	2.95	207.787	18.87	22.271	9.758	219.613	2.649
48.111	21.774	2.95	207.803	21.245	24.051	9.758	219.613	2.648
48.111	21.774	2.95	207.803	23.107	25.446	9.758	219.613	2.648
48.111	21.774	2.95	207.803	23.107	25.446	9.758	219.613	2.648
48.111	19.794	3.185	207.803	23.107	25.446	9.758	221.504	2.648
47.309	19.794	3.224	207.803	23.107	25.446	9.758	222.986	2.658
46.681	19.794	3.224	207.842	25.849	28.391	9.195	222.986	2.666
46.681	19.794	3.224	207.873	28.0	30.699	8.755	222.986	2.666
46.681	19.794	3.224	207.873	28.0	30.699	8.755	222.986	2.666
46.681	19.794	3.589	207.852	28.0	30.699	8.755	222.986	2.666
46.681	19.794	3.65	207.836	28.0	29.988	8.755	222.986	2.666
46.681	11.053	3.65	207.836	26.619	29.431	8.755	225.145	2.674
45.277	11.053	3.65	207.825	25.537	29.431	9.168	226.837	2.68
44.177	11.053	3.65	207.816	25.537	29.431	9.493	226.837	2.68
44.177	11.053	3.271	207.526	25.537	29.431	9.493	226.837	2.68
44.177	10.658	3.207	207.298	25.537	29.431	9.493	226.837	2.663
52.079	10.658	3.207	207.298	23.12	21.874	9.493	226.837	2.649
58.274	10.658	3.207	207.298	21.224	15.949	10.01	225.894	2.649
58.274	10.658	3.048	207.298	21.224	15.949	10.415	222.263	2.649
60.572	18.53	3.822	224.777	167.545	64.933	8.032	227.176	2.662
60.572	18.53	3.822	224.822	168.097	115.514	8.032	225.532	2.662
60.506	18.53	3.822	225.334	174.439	115.514	8.027	225.532	2.662
59.745	19.527	3.911	225.334	174.439	115.514	7.972	225.532	2.662
59.745	19.527	4.008	225.334	177.571	115.514	7.972	225.532	2.662
59.745	19.527	4.008	225.334	213.556	119.856	7.972	225.353	2.657
59.745	19.527	4.008	225.334	213.556	169.743	7.972	223.299	2.657
59.985	19.214	4.088	225.334	213.556	169.743	7.972	223.299	2.657
62.741	19.214	4.174	225.334	214.926	170.017	7.972	223.299	2.657
62.741	19.214	4.174	225.334	230.656	173.164	7.985	223.3	2.657
62.741	19.214	4.174	225.334	230.656	173.164	8.143	223.312	2.658
63.318	17.288	4.174	225.334	224.076	167.617	8.143	223.457	2.658
69.946	17.288	4.054	225.523	148.476	103.89	8.143	225.114	2.658
69.763	17.288	3.918	227.691	151.637	103.89	8.165	225.164	2.657
67.66	17.288	3.911	227.691	187.956	105.367	8.414	225.741	2.651
67.59	17.288	3.868	227.692	186.429	122.063	8.396	225.783	2.651
66.781	17.288	3.82	227.699	168.949	118.736	8.184	226.272	2.65
66.781	17.288	3.82	227.701	169.624	116.356	8.184	226.316	2.647
66.142	17.288	3.82	227.72	169.624	116.559	8.184	226.816	2.647
58.799	16.309	3.783	227.722	171.658	118.891	8.184	226.816	2.647
58.799	16.309	3.743	227.752	195.028	118.891	8.184	226.816	2.647
58.799	16.309	3.743	227.752	192.934	121.205	8.169	226.672	2.647
58.799	16.309	3.743	227.755	168.881	147.793	8.001	225.02	2.647
58.503	17.814	3.802	227.797	172.58	150.963	8.001	225.02	2.647
55.105	17.814	3.865	227.797	215.066	187.373	8.001	225.02	2.652
55.105	17.814	3.865	227.797	215.066	187.373	8.001	224.77	2.652
55.105	17.814	3.865	227.796	215.445	188.013	8.001	221.954	2.652
55.105	18.233	3.748	227.78	219.798	195.356	8.001	222.501	2.652
55.105	18.233	3.621	227.78	217.541	192.862	8.01	222.501	2.652
55.294	18.233	3.621	227.78	191.622	164.214	8.119	222.665	2.652
57.467	18.233	3.621	227.78	191.622	164.214	8.119	224.557	2.645
57.467	18.536	3.621	227.776	188.86	161.579	8.119	224.557	2.645
57.467	18.536	3.419	227.732	157.14	131.311	8.119	224.945	2.645
57.467	18.536	3.2	227.732	157.14	131.311	8.119	229.405	2.645
58.037	18.536	3.2	227.732	157.14	131.311	8.119	229.436	2.644
64.584	19.974	3.2	227.732	157.14	131.311	8.119	229.799	2.639
64.584	19.974	3.2	227.73	159.839	134.431	8.144	229.799	2.639
64.584	19.974	3.2	227.7	190.853	170.267	8.427	229.819	2.639
64.353	19.974	3.2	227.7	190.853	170.267	8.427	230.049	2.639
61.705	19.974	3.2	227.7	190.853	170.267	8.427	230.049	2.639
61.768	19.974	3.2	227.7	189.8	169.426	8.427	230.049	2.64
62.486	19.974	3.2	227.699	177.697	159.771	8.387	230.049	2.64
62.486	19.974	3.506	227.682	177.697	159.771	7.935	229.826	2.64
62.367	18.914	3.841	227.682	177.697	159.771	7.935	227.265	2.64
61.003	18.914	3.846	227.674	177.697	159.771	7.935	227.265	2.64
61.003	18.914	3.92	227.582	177.697	159.771	7.935	227.265	2.64
61.003	18.914	4.0	227.56	174.243	157.075	7.935	227.198	2.64
61.003	17.933	4.0	227.56	134.559	126.11	8.342	226.432	2.641
61.003	17.933	4.0	227.56	134.559	126.11	13.023	226.432	2.643
60.747	17.933	4.0	227.565	137.243	128.016	13.023	226.306	2.643
57.803	17.933	4.061	227.565	168.081	149.909	13.023	224.859	2.643
57.803	20.383	4.128	227.565	168.081	149.909	13.023	224.945	2.643
57.803	20.383	4.128	227.565	168.081	149.909	13.023	225.935	2.643
37.054	17.827	3.277	208.988	35.004	19.401	10.468	216.095	2.639
40.511	16.563	3.277	208.988	32.489	18.851	10.987	223.006	2.638
40.511	16.563	3.277	208.988	32.489	18.851	11.395	228.425	2.638
40.511	16.563	3.26	208.988	32.489	18.851	11.395	228.425	2.638
40.511	16.563	3.257	208.988	32.489	18.851	11.395	228.425	2.638
44.433	16.563	3.257	208.988	36.627	26.049	11.039	228.425	2.647
47.507	19.759	3.529	208.806	39.871	31.691	10.76	223.834	2.653
47.507	19.759	3.575	208.664	39.871	31.691	10.76	220.235	2.653
47.507	19.759	3.575	208.664	47.755	40.027	10.76	220.235	2.653
37.767	19.759	3.716	208.664	53.935	46.562	10.76	211.535	2.681
30.13	19.759	3.74	208.664	53.935	46.562	8.763	204.714	2.702
29.992	19.759	3.74	208.664	49.064	43.437	7.197	204.714	2.694
29.883	19.759	3.74	208.664	45.245	40.986	7.201	205.432	2.688
29.883	29.792	3.909	208.664	45.245	40.986	7.204	205.995	2.688
29.883	29.792	3.938	208.372	45.403	42.064	7.204	207.615	2.688
29.883	29.792	3.938	208.143	45.527	42.908	7.204	208.886	2.688
31.251	29.792	3.938	208.143	45.266	43.443	7.457	211.153	2.688
32.323	29.792	3.938	208.143	45.061	43.862	7.656	212.93	2.677
32.323	30.887	3.938	208.138	41.802	41.021	7.656	214.716	2.669
32.323	30.887	3.938	208.134	39.247	38.794	7.656	216.116	2.669
33.095	30.887	3.511	208.134	39.247	38.794	7.656	216.116	2.669
33.7	30.887	3.439	208.099	36.358	38.209	8.954	219.116	2.657
33.7	29.842	3.439	208.072	34.094	37.75	9.973	221.467	2.647
33.7	29.842	3.439	208.072	34.094	37.75	9.973	221.467	2.647
33.7	29.842	3.439	208.065	30.058	33.388	9.973	221.467	2.647
36.11	29.842	3.387	208.06	26.894	29.967	10.432	221.467	2.645
37.998	26.901	3.378	208.06	26.894	29.967	10.792	221.467	2.643
37.998	26.901	3.378	208.027	26.894	29.967	10.792	227.314	2.643
37.998	26.901	3.378	208.001	26.894	29.967	10.792	231.897	2.643
37.998	26.901	3.218	208.001	20.759	24.383	10.902	231.897	2.641
41.913	23.553	3.191	208.002	15.95	20.004	10.988	229.57	2.64
44.982	23.553	3.191	208.003	15.95	20.004	10.988	227.746	2.64
44.982	23.553	3.191	208.003	15.95	20.004	10.988	227.746	2.64
44.982	23.553	3.191	207.982	17.977	23.364	10.988	221.035	2.65
44.982	22.205	3.191	207.966	19.566	25.997	9.651	215.774	2.658
46.843	22.205	3.195	207.966	19.566	25.997	8.603	215.774	2.658
48.301	22.205	3.196	207.966	19.566	25.997	8.603	215.774	2.661
48.301	22.205	3.196	207.966	19.509	25.782	8.465	214.977	2.663
48.301	27.684	3.196	207.966	19.465	25.613	8.357	214.353	2.663
48.301	27.684	3.196	207.966	20.426	27.604	8.357	214.353	2.669
48.301	27.684	3.26	207.93	21.181	29.165	8.357	211.076	2.673
48.301	27.684	3.27	207.902	21.181	29.165	8.357	208.506	2.673
45.822	25.551	3.27	207.902	22.476	31.715	8.357	208.506	2.676
43.879	25.551	3.43	207.843	23.492	33.714	8.357	206.284	2.679
43.879	25.551	3.457	207.797	23.492	33.714	8.357	204.542	2.679
43.879	25.551	3.457	207.792	23.492	33.714	7.916	204.542	2.685
43.879	25.551	3.323	207.787	24.2	34.736	7.57	204.338	2.69
42.541	25.551	3.301	207.787	24.754	35.538	7.57	204.178	2.686
41.493	25.551	3.301	207.787	24.754	35.538	7.57	204.178	2.683
41.493	25.551	3.301	207.81	24.419	34.958	7.845	206.187	2.683
44.812	23.176	3.301	207.828	24.156	34.504	8.06	207.762	2.683
47.415	23.176	3.121	207.828	24.156	34.504	8.06	207.762	2.683
47.415	23.176	3.091	207.889	23.101	32.055	8.06	207.762	2.676
47.628	23.176	3.091	207.936	22.274	30.136	8.27	209.12	2.67
47.796	25.014	3.091	207.936	22.274	30.136	8.435	210.185	2.67
47.796	25.014	3.091	207.936	22.274	30.136	8.435	210.185	2.67
47.796	25.014	2.862	207.951	20.797	26.268	8.435	210.185	2.67
45.793	25.014	2.823	207.963	19.64	23.236	8.435	213.502	2.654
44.222	28.285	2.823	207.963	19.64	23.236	8.435	216.104	2.64
44.222	28.285	2.823	207.963	21.445	25.401	8.837	216.104	2.638
44.222	28.285	2.823	207.953	22.86	27.099	9.153	216.563	2.637
43.926	28.285	2.823	207.945	22.86	27.099	9.153	216.923	2.637
43.695	28.285	2.824	207.945	23.451	27.766	9.155	216.923	2.637
45.303	28.285	2.825	207.913	23.914	28.289	9.157	217.194	2.637
46.565	28.285	2.825	207.888	23.914	28.289	9.162	217.406	2.638
46.565	28.285	2.825	207.888	25.425	30.687	9.166	217.406	2.638
47.254	28.285	2.82	207.874	26.609	32.567	9.036	215.94	2.638
47.795	28.285	2.819	207.863	26.609	32.567	8.934	214.791	2.648
47.795	28.285	2.819	207.863	25.422	30.498	8.934	214.791	2.657
47.795	28.285	2.999	207.865	24.492	28.877	8.934	214.043	2.658
47.795	28.285	3.03	207.867	25.212	29.787	8.767	212.505	2.658
47.795	28.285	3.03	207.867	25.776	30.502	8.636	211.758	2.658
48.354	28.285	3.086	207.867	27.079	32.462	8.636	211.758	2.658
48.793	28.285	3.096	207.867	28.101	33.999	8.636	210.383	2.658
48.793	24.076	3.278	207.853	28.101	33.999	8.636	209.305	2.658
46.874	24.076	3.309	207.842	28.101	33.999	8.636	209.305	2.658
45.37	24.076	3.309	207.842	27.261	32.466	8.494	209.305	2.664
45.37	24.076	3.371	207.837	26.603	31.265	8.383	213.173	2.669
45.37	25.82	3.382	207.833	26.603	31.265	8.383	216.206	2.669
45.37	25.82	3.382	207.833	26.603	31.265	8.383	222.43	2.669
45.37	25.82	3.382	207.833	26.603	31.265	8.383	227.31	2.677
44.225	25.82	3.382	207.833	24.086	31.77	8.49	227.31	2.684
43.327	25.82	3.56	207.833	22.112	32.167	8.573	227.31	2.684
43.327	27.9	3.59	207.833	22.112	32.167	8.573	234.167	2.684
42.124	27.9	3.59	207.833	22.112	32.167	8.573	239.542	2.688
41.181	27.9	3.634	207.85	22.021	35.836	8.573	239.542	2.691
41.181	27.9	3.642	207.864	21.949	38.713	8.573	239.542	2.685
43.034	63.94	4.504	216.79	52.926	65.44	9.735	205.023	2.65
43.034	63.94	4.504	216.79	52.926	65.44	9.735	205.023	2.65
43.034	63.94	4.514	216.79	52.926	65.44	9.735	205.023	2.65
41.912	76.476	4.524	216.788	52.926	65.44	9.735	205.023	2.649
40.906	76.476	4.524	216.786	58.215	70.939	9.546	205.154	2.649
40.906	76.476	4.535	216.786	62.956	75.867	9.377	205.272	2.648
41.462	76.476	4.546	216.786	62.956	75.867	9.583	205.272	2.647
41.961	92.816	4.529	216.786	62.438	76.501	9.767	204.795	2.647
41.961	92.816	4.517	216.786	61.974	77.069	9.767	204.367	2.645
42.386	92.816	4.521	216.809	61.974	77.069	9.767	204.651	2.643
42.767	92.816	4.521	216.829	59.904	74.538	9.767	206.124	2.643
42.767	79.072	4.521	216.829	58.048	72.27	9.855	207.217	2.643
42.767	79.072	4.521	216.829	54.3	65.151	9.933	208.612	2.64
42.767	79.072	4.478	216.829	50.94	58.77	9.933	209.863	2.638
42.767	79.072	4.439	216.85	48.432	54.676	9.933	209.863	2.638
44.02	77.759	4.439	216.868	46.184	51.007	9.933	209.863	2.638
45.143	77.759	4.439	216.868	46.184	51.007	10.385	210.805	2.638
64.967	11.655	3.552	215.284	39.254	26.186	9.546	242.391	2.585
64.967	12.37	3.552	215.284	39.254	26.186	9.546	242.391	2.585
64.967	12.37	3.273	215.313	50.298	37.972	9.546	240.116	2.585
64.967	12.37	3.203	215.32	53.114	40.976	9.546	239.535	2.585
64.967	12.37	3.203	215.32	53.114	40.976	9.546	239.535	2.585
64.967	12.37	3.203	215.32	53.114	40.976	9.546	239.535	2.585
64.967	12.37	3.203	215.32	53.114	40.976	9.546	239.535	2.585
64.967	12.37	3.203	215.32	53.114	40.976	9.546	239.535	2.585
64.967	12.37	3.203	215.32	53.114	40.976	9.546	239.535	2.585
64.967	12.105	3.203	215.32	53.114	40.976	9.546	239.535	2.585
64.967	12.105	3.203	215.32	53.114	40.976	9.546	239.535	2.585
64.967	12.105	3.19	215.32	48.023	37.992	9.69	239.535	2.585
64.967	12.105	3.187	215.181	46.725	37.232	9.727	239.535	2.585
64.967	12.105	3.187	215.145	46.725	37.232	9.727	239.535	2.585
64.967	12.105	3.187	215.145	46.725	37.232	9.727	239.535	2.585
64.967	12.105	3.187	215.145	46.725	37.232	9.727	239.535	2.585
64.967	12.105	3.187	215.145	46.725	37.232	9.727	239.535	2.585
64.967	12.105	3.187	215.145	46.725	37.232	9.727	239.535	2.585
64.967	12.105	3.187	215.145	46.725	37.232	9.727	239.535	2.585
64.967	12.105	3.187	215.145	46.725	37.232	9.727	239.535	2.585
66.586	12.105	3.069	215.145	44.977	35.536	10.019	235.225	2.608
66.999	12.105	3.039	215.314	44.532	35.103	10.094	234.126	2.615
66.999	12.105	3.039	215.356	44.532	35.103	10.094	234.126	2.615
66.999	12.105	3.039	215.356	44.532	35.103	10.094	234.126	2.615
66.999	12.105	3.039	215.356	44.532	35.103	10.094	234.126	2.615
66.999	10.705	3.039	215.356	44.532	35.103	10.094	234.126	2.615
66.999	10.705	3.039	215.356	44.532	35.103	10.094	234.126	2.615
71.71	15.503	3.39	220.369	24.972	26.598	19.176	229.435	2.481
71.705	14.492	3.39	220.369	25.356	30.832	19.176	229.435	2.481
71.646	14.492	3.39	220.404	25.44	31.098	18.577	229.435	2.481
71.646	14.492	3.39	220.814	26.405	34.15	11.696	229.958	2.481
71.555	14.492	3.39	220.814	26.405	34.15	11.696	236.047	2.481
70.51	14.492	3.39	220.814	26.309	34.066	11.696	236.948	2.492
70.51	14.492	3.39	220.814	25.201	33.1	11.684	236.948	2.622
70.588	14.492	3.39	220.813	25.269	33.223	11.548	236.677	2.622
71.488	15.055	3.39	220.796	26.043	34.637	11.496	233.563	2.622
71.388	15.055	3.332	220.796	26.043	34.637	10.903	233.74	2.622
70.233	15.055	3.268	220.796	26.167	34.935	10.903	235.767	2.622
70.233	15.055	3.268	220.796	27.586	38.358	10.903	235.767	2.623
70.003	15.055	3.268	220.796	27.741	39.03	10.994	236.34	2.623
67.36	15.925	3.268	220.793	29.513	46.754	12.033	242.917	2.623
67.36	15.925	3.268	220.76	29.513	46.754	12.033	242.917	2.624
67.36	15.925	3.268	220.76	29.628	47.395	12.033	242.917	2.634
67.36	15.925	3.164	220.76	30.947	54.76	12.033	241.625	2.631
67.36	13.434	3.052	220.751	30.947	54.76	12.033	226.786	2.606
67.36	13.434	3.052	220.652	30.995	53.366	12.033	228.044	2.606
67.36	13.434	3.052	220.652	31.54	37.351	12.033	242.494	2.606
67.36	13.434	3.052	220.652	31.54	37.351	12.033	242.494	2.606
67.36	10.865	3.014	220.648	31.54	37.351	12.033	242.494	2.606
66.968	10.865	2.973	220.593	31.117	36.55	12.131	242.494	2.603
29.668	18.07	3.845	202.273	68.375	56.405	8.701	223.773	2.666
29.668	15.977	3.845	202.273	68.375	56.405	8.701	223.773	2.666
29.668	15.977	3.854	202.276	68.375	56.405	8.731	221.139	2.681
29.435	15.977	3.859	202.277	68.375	56.405	8.746	219.852	2.689
29.321	15.977	3.859	202.277	65.494	61.678	8.746	219.852	2.689
29.321	15.977	3.733	202.277	64.087	64.254	8.746	219.852	2.689
29.321	15.977	3.672	202.276	64.087	64.254	8.746	222.189	2.689
36.33	15.977	3.672	202.275	64.087	64.254	8.905	223.331	2.684
39.753	14.943	3.663	202.264	64.087	64.254	8.983	223.331	2.682
39.753	14.943	3.659	202.259	56.723	58.404	8.983	225.322	2.682
39.753	14.943	3.659	202.259	53.128	55.548	8.983	226.294	2.682
41.372	14.943	3.659	202.259	53.128	55.548	8.983	226.294	2.681
42.162	14.943	3.659	202.251	53.128	55.548	9.19	231.469	2.68
42.162	14.165	3.659	202.247	51.098	57.901	9.291	233.996	2.678
42.162	14.165	3.659	202.247	50.107	59.051	9.291	233.996	2.676
42.162	14.165	3.659	202.252	50.107	59.051	9.291	232.385	2.676
42.162	14.165	3.659	202.254	50.107	59.051	9.291	231.599	2.679
42.162	14.165	3.659	202.254	50.107	59.051	9.291	231.475	2.68
42.162	14.165	3.659	202.254	50.107	59.051	9.291	231.414	2.68
42.162	14.165	3.758	202.266	50.107	59.051	9.272	229.391	2.68
43.012	14.165	3.807	202.273	50.107	59.051	9.262	228.403	2.68
43.428	16.476	3.807	202.273	54.249	66.06	9.262	228.403	2.684
43.428	16.476	3.949	202.273	56.272	69.483	9.262	225.343	2.685
43.428	16.476	4.018	202.263	66.287	80.308	9.262	223.849	2.685
37.129	16.476	4.018	202.258	71.178	85.595	8.481	223.849	2.685
34.053	16.075	4.018	202.258	71.178	85.595	8.099	223.849	2.685
34.053	16.075	4.018	202.258	74.81	90.265	8.028	218.793	2.692
32.616	16.075	4.018	202.258	76.584	92.546	7.994	215.99	2.693
31.914	16.075	4.018	202.258	85.985	104.425	7.994	215.826	2.692
31.914	16.075	4.018	202.258	90.576	110.226	7.994	215.605	2.692
31.914	16.459	4.018	202.248	90.576	110.226	7.994	215.497	2.69
31.914	16.459	4.128	202.244	95.897	118.284	7.994	215.782	2.69
31.914	14.695	4.181	202.244	98.495	122.219	7.994	215.921	2.69
29.755	14.695	4.181	202.244	106.387	133.245	7.994	215.921	2.69
28.7	14.695	4.181	202.239	110.241	138.63	7.806	217.242	2.69
28.7	14.695	4.181	202.237	114.746	145.78	7.714	217.886	2.692
32.824	14.695	4.181	202.237	116.947	149.272	7.86	217.886	2.693
34.838	13.565	4.313	202.237	116.947	149.272	7.932	217.913	2.693
34.838	13.565	4.378	202.237	120.131	154.235	7.932	217.926	2.693
34.838	13.565	4.378	202.251	121.686	156.659	7.932	217.926	2.693
37.194	13.565	4.378	202.258	121.686	156.659	8.019	217.926	2.693
38.344	13.565	4.141	202.258	104.266	125.53	8.062	217.717	2.688
38.344	13.565	4.026	202.258	94.196	105.477	8.062	217.615	2.686
38.344	13.565	4.026	202.257	93.434	103.109	8.062	217.615	2.686
38.344	13.565	4.026	202.256	93.434	103.109	8.062	217.615	2.686
38.344	13.743	3.997	202.256	93.434	103.109	8.146	217.615	2.686
42.732	13.743	3.849	202.256	103.14	114.512	8.187	217.284	2.681
44.875	13.743	3.783	202.259	107.88	120.08	8.187	217.122	2.679
44.875	13.743	3.783	202.261	129.783	141.688	8.187	217.122	2.679
44.875	13.743	3.783	202.261	140.48	152.24	7.93	217.358	2.683
36.051	13.743	3.717	202.258	140.48	152.24	7.805	217.473	2.685
31.742	13.743	3.685	202.257	140.48	152.24	7.805	217.473	2.685
31.742	13.743	3.685	202.257	159.986	177.017	7.805	217.473	2.685
31.742	13.743	3.685	202.26	213.854	245.796	7.805	218.862	2.685
29.146	13.743	3.724	202.262	235.509	273.476	8.59	219.54	2.685
70.309	15.06	3.235	215.414	74.754	75.646	7.935	230.113	2.602
69.829	15.06	3.252	215.422	74.754	75.646	8.37	229.9	2.602
69.829	15.06	3.252	215.422	74.754	75.646	8.37	229.9	2.602
69.829	15.06	3.252	215.422	74.754	75.646	8.37	229.9	2.602
69.829	15.06	3.252	215.422	74.754	75.646	8.37	229.9	2.602
69.829	15.06	3.252	215.422	74.754	75.646	8.37	229.9	2.602
69.829	15.06	3.252	215.422	74.754	75.646	8.37	229.9	2.602
69.829	15.06	3.252	215.422	74.754	75.646	8.37	229.9	2.602
69.829	15.06	3.252	215.422	77.229	75.646	8.37	229.9	2.602
69.829	15.06	3.252	215.422	77.86	73.501	8.37	229.9	2.602
69.829	15.06	3.252	215.422	77.86	72.954	8.37	229.9	2.602
69.829	15.06	3.252	215.422	77.86	72.954	8.37	229.9	2.602
69.829	15.06	3.252	215.422	77.86	72.954	8.37	229.9	2.602
69.829	15.06	3.252	215.422	77.86	72.954	8.37	229.9	2.602
69.829	15.48	3.252	215.422	77.86	72.954	8.37	229.9	2.602
69.829	15.48	3.252	215.422	77.86	72.954	8.37	229.9	2.602
69.829	15.48	3.252	215.422	77.86	72.954	8.37	229.9	2.602
69.829	15.48	3.252	215.422	77.86	72.954	8.37	229.9	2.602
67.049	15.48	3.62	215.422	75.087	67.987	8.37	229.852	2.602
